scene+act,dialogue,name,text,sentiment
12,1,othello,"nay,  but he prated, and spoke such scurvy and provoking termsagainst your honor, that,  with the little godliness i have, i did full hard forbear him.  but,  i pray you,  sir, are you fast married?  be assured of this, that the magnifico is much beloved.  and hath,  in his effect,  a voice potentialas double as the duke's: he will divorce you.  or put upon you what restraint and grievancethe law,  with all his might to enforce it on,  will give him cable. ",0.12760416666666666
12,2,iago,"let him do his spite:my services which i have done the signioryshall out-tongue his complaints.  'tis yet to know,  which,  when i know that boasting is an honor, i shall promulgate,  i fetch my life and beingfrom men of royal siege.   and my demeritsmay speak unbonneted to as proud a fortuneas this that i have reached: for know,  iago, but that i love the gentle desdemona, i would not my unhoused free conditionput into circumscription and confinefor the sea's worth.  but,  look! what lights come yond? ",0.45499999999999996
12,2,othello,those are the raised father and his friends:you were best go in. ,1.0
12,3,iago,"not i.   i must be found.  my parts,  my title,  and my perfect soulshall manifest me rightly.  is it they? ",0.6428571428571428
12,3,othello,"by janus,  i think no. ",0.0
12,4,iago,"the servants of the duke and my lieutenant.  the goodness of the night upon you,  friends!what is the news? ",0.0
12,4,othello,"the duke does greet you,  general.  and he requires your haste-post-haste appearanceeven on the instant. ",0.02500000000000001
12,1,cassio,"what is the matter,  think you? ",0.0
12,5,othello,"something from cyprus,  as i may divine:it is a business of some heat: the galleyshave sent a dozen sequent messengersthis very night at one another's heels.  and many of the consuls,  raised and met, are at the duke's already: you have been hotly called for.  when,  being not at your lodging to be found, the senate hath sent about three several queststo search you out. ",0.2375
12,2,cassio,"'tis well i am found by you. i will but spend a word here in the house, and go with you. ",0.0
12,6,othello,"ancient,  what makes he here? ",0.0
12,3,cassio,"faith,  he to-night hath boarded a land carack:if it prove lawful prize,  he's made forever. ",0.0
12,5,iago,i do not understand. ,0.0
12,4,cassio,he's married. ,0.25
12,6,iago,to who? ,0.0
12,5,cassio,"marry,  to come,  captain,  will you go? ",0.0
12,7,iago,holla! stand there!,0.0
12,7,othello,here comes another troop to seek for you. ,0.0
12,6,cassio,"it is brabantio.  general,  be advised.  he comes to bad intent. ",-0.3249999999999999
12,8,othello,"signior,  it is the moor. ",0.0
12,1,roderigo,"down with him,  thief!",-0.19444444444444448
12,1,brabantio,"you,  roderigo! come,  sir,  i am for you. ",0.0
12,8,iago,"keep up your bright swords,  for the dew will rust them.  good signior,  you shall more command with yearsthan with your weapons. ",0.6333333333333333
12,9,othello,"o thou foul thief,  where hast thou stowed my daughter? damned as thou art,  thou hast enchanted her.  for i'll refer me to all things of sense, if she in chains of magic were not bound, whether a maid so tender,  fair,  and happy, so opposite to marriage that she shunnedthe wealthy curled darlings of our nation, would ever have,  to incur a general mock, run from her guardage to the sooty bosomof such a thing as thou,  to fear,  not to delight. judge me the world,  if 'tis not gross in sensethat thou hast practised on her with foul charms.  abused her delicate youth with drugs or mineralsthat weaken motion: i'll have't disputed on.  'tis probable,  and palpable to thinking. i therefore apprehend and do attach theefor an abuser of the world,  a practiserof arts inhibited and out of warrant.  lay hold upon him: if he do resist, subdue him at his peril. ",0.225
12,2,brabantio,"hold your hands, both you of my inclining and the rest:were it my cue to fight,  i should have known itwithout a prompter.  where will you that i goto answer this your charge? ",0.0
12,10,othello,to prison.   till fit timeof law and course of direct sessioncall thee to answer. ,0.25
12,3,brabantio,"what if i do obey? how may the duke be therewith satisfied, whose messengers are here about my side, upon some present business of the state, to bring me to him? ",0.25
12,11,othello,"'tis true,  most worthy signior.  the duke's in council,  and your noble self, i am sure,  is sent for. ",0.45666666666666667
12,1,firstofficer,"how! the duke in council!in this time of the night! bring him away:mine's not an idle cause: the duke himself, or any of my brothers of the state, cannot but feel this wrong as 'twere their own.  for if such actions may have passage free, bond slaves and pagans shall our statesmen be. ",0.125
12,4,brabantio,there is no composition in these newsthat gives them credit. ,0.0
13,1,duke,and mine a hundred and forty. ,0.0
13,2,duke,"nay,  it is possible enough to judgement:i do not so secure me in the error, but the main article i do approvein fearful sense. ",-0.06666666666666668
13,3,duke,a messenger from the galleys. ,0.0
13,4,duke,how say you by this change? ,0.0
13,5,duke,"nay,  in all confidence,  he's not for rhodes. ",0.0
13,6,duke,here is more news. ,0.5
13,7,duke,write from us to him.   post-post-haste despatch. ,0.0
13,8,duke,"valiant othello,  we must straight employ youagainst the general enemy ottoman.  [to brabantio. ] i did not see you.   welcome,  gentle signior.  we lacked your counsel and your help to-night. ",0.3125
13,9,duke,"so did i yours.  good your grace,  pardon me.  neither my place,  nor aught i heard of businesshath raised me from my bed.   nor doth the general caretake hold on me.   for my particular griefis of so flood-gate and o'erbearing naturethat it engluts and swallows other sorrows, and it is still itself. ",0.19791666666666666
13,1,brabantio,"why,  what's the matter? ",0.0
13,10,duke,"my daughter! o,  my daughter!",0.0
13,2,brabantio,dead? ,-0.2
13,11,duke,"ay,  to me.  she is abused,  stol'n from me,  and corruptedby spells and medicines bought of mountebanks.  for nature so preposterously to err, being not deficient,  blind,  or lame of sense, sans witchcraft could not. ",-0.26666666666666666
13,3,brabantio,"whoe'er he be that,  in this foul proceeding, hath thus beguiled your daughter of herself, and you of her,  the bloody book of lawyou shall yourself read in the bitter letterafter your own sense.   yea,  though our proper sonstood in your action. ",-0.04000000000000001
13,12,duke,"humbly i thank your grace. here is the man,  this moor.   whom now,  it seems, your special mandate for the state affairshath hither brought. ",0.07857142857142857
13,4,brabantio,we are very sorry for't. ,-0.65
13,13,['duke' '#'],"[to othello. ] what,  in your own part,  can you say to this? ",0.6
13,14,duke,"nothing,  but this is so. ",0.0
13,5,brabantio,"most potent,  grave,  and reverend signiors, my very noble and approved good masters,  that i have ta'en away this old man's daughter, it is most true.   true,  i have married her:the very head and front of my offendinghath this extent,  no more.  rude am i in my speech, and little blessed with the soft phrase of peace.  for since these arms of mine had seven years' pith, till now some nine moons wasted,  they have usedtheir dearest action in the tented field.  and little of this great world can i speak, more than pertains to feats of broil and battle.  and therefore little shall i grace my causein speaking for myself.  yet,  by your gracious patience, i will a round unvarnished tale deliverof my whole course of love: what drugs,  what charms, what conjuration,  and what mighty magic,  for such proceeding i am charged withal,  i won his daughter. ",0.22375000000000003
13,1,othello,"a maiden never bold:of spirit so still and quiet that her motionblushed at herself.   and she,  in spite of nature, of years,  of country,  credit,  everything,  to fall in love with what she feared to look on!it is judgement maimed and most imperfectthat will confess perfection so could erragainst all rules of nature.   and must be drivento find out practices of cunning hell, why this should be.  i therefore vouch again, that with some mixtures powerful o'er the blood, or with some dram conjured to this effect, he wrought upon her. ",0.26
13,6,brabantio,to vouch this is no proof.  without more wider and more overt testthan these thin habits and poor likelihoodsof modern seeming do prefer against him. ,0.07999999999999999
13,15,duke,"i do beseech you, send for the lady to the sagittary, and let her speak of me before her father. if you do find me foul in her report, the trust,  the office i do hold of you, not only take away,  but let your sentenceeven fall upon my life. ",0.0
13,2,othello,fetch desdemona hither. ,0.0
13,16,duke,"ancient,  conduct them.   you best know the place.  and,  till she come,  as truly as to heaveni do confess the vices of my blood, so justly to your grave ears i'll presenthow i did thrive in this fair lady's love, and she in mine. ",0.7333333333333334
13,3,othello,"say it,  othello. ",0.0
13,17,duke,"her father loved me.   oft invited me.  still questioned me the story of my life, from year to year,  the battles,  sieges,  fortunes, that i have passed. i ran it through,  even from my boyish daysto the very moment that he bade me tell it:wherein i spake of most disastrous chances, of moving accidents by flood and field.  of hair-breadth scapes i' the imminent deadly breach.  of being taken by the insolent foe, and sold to slavery.   of my redemption thence, and portance in my travels' history:wherein of antres vast and deserts idle, rough quarries,  rocks,  and hills whose heads touch heaven, it was my hint to speak,  such was the process.  and of the cannibals that each other eat, the anthropophagi,  and men whose headsdo grow beneath their shoulders.  this to hearwould desdemona seriously incline:but still the house affairs would draw her thence.  which ever as she could with haste despatch, sheed come again,  and with a greedy eardevour up my discourse.   which i observing, took once a pliant hour.   and found good meansto draw from her a prayer of earnest heartthat i would all my pilgrimage dilate, whereof by parcels she had something heard, but not intentively.   i did consent.  and often did beguile her of her tears, when i did speak of some distressful strokethat my youth suffered.  my story being done, she gave me for my pains a world of sighs:she swore,  in faith,  'twas strange,  'twas passing strange.  'twas pitiful,  'twas wondrous pitiful:she wished she had not heard it,  yet she wishedthat heaven had made her such a man: she thanked me.  and bade me,  if i had a friend that loved her, i should but teach him how to tell my story, and that would woo her.  upon this hint i spake:she loved me for the dangers i had passed.  and i loved her that she did pity them. this only is the witchcraft i have used: here comes the lady.   let her witness it. ",0.1337719298245614
13,4,othello,"i think this tale would win my daughter too.  good brabantio, take up this mangled matter at the best. men do their broken weapons rather usethan their bare hands. ",0.43
13,18,duke,"i pray you,  hear her speak:if she confess that she was half the wooer, destruction on my head,  if my bad blamelight on the man! come hither,  gentle mistress:do you perceive in all this noble companywhere most you owe obedience? ",0.05166666666666668
13,7,brabantio,"my noble father, i do perceive here a divided duty:to you i am bound for life and education.  my life and education both do learn mehow to respect you.   you are the lord of duty,  i am hitherto your daughter: but here's my husband.  and so much duty as my mother showedto you,  preferring you before her father, so much i challenge that i may professdue to the moor,  my lord. ",0.3333333333333333
13,1,desdemona,"god be with you! i have done.  please it your grace,  on to the state affairs:i had rather to adopt a child than get it.  come hither,  moor:i here do give thee that with all my heartwhich,  but thou hast already,  with all my hearti would keep from thee.  for your sake,  jewel, i am glad at soul i have no other child.  for thy escape would teach me tyranny, to hang clogs on them.  i have done,  my lord. ",0.28125
13,8,brabantio,"let me speak like yourself.   and lay a sentencewhich,  as a grise or step,  may help these loversinto your favour. when remedies are past,  the griefs are endedby seeing the worst,  which late on hopes depended. to mourn a mischief that is past and goneis the next way to draw new mischief on. what cannot be preserved when fortune takes, patience her injury a mockery makes. the robbed that smiles steals something from the thief.  he robs himself that spends a bootless grief. ",-0.35194805194805195
13,19,duke,"so let the turk of cyprus us beguile.  we lose it not so long as we can smile.  he bears the sentence well,  that nothing bearsbut the free comfort which from thence he hears.  but he bears both the sentence and the sorrowthat,  to pay grief,  must of poor patience borrow. these sentences,  to sugar or to gall, being strong on both sides,  are equivocal:but words are words.   i never yet did hearthat the bruised heart was pierced through the ear.  i humbly beseech you,  proceed to the affairs of state. ",-0.04523809523809525
13,9,brabantio,"the turk with a most mighty preparation makes for cyprus.  othello,  the fortitude of the place is best known to you.   andthough we have there a substitute of most allowed sufficiency, yet opinion,  a sovereign mistress of effects,  throws a more safervoice on you: you must therefore be content to slubber the glossof your new fortunes with this more stubborn and boisterousexpedition. ",0.5051948051948052
13,20,duke,"the tyrant custom,  most grave senators, hath made the flinty and steel couch of warmy thrice-driven bed of down: i do agnizea natural and prompt alacrityi find in hardness.   and do undertakethese present wars against the ottomites. most humbly,  therefore,  bending to your state, i crave fit disposition for my wife.  due reference of place and exhibition.  with such accommodation and besortas levels with her breeding. ",0.1132716049382716
13,5,othello,"if you please, be't at her father's. ",0.0
13,21,duke,i'll not have it so. ,0.0
13,10,brabantio,nor i. ,0.0
13,6,othello,"nor i.  i would not there reside, to put my father in impatient thoughts, by being in his eye.  most gracious duke, to my unfolding lend your prosperous ear.  and let me find a charter in your voiceto assist my simpleness. ",0.15
13,2,desdemona,"what would you,  desdemona? ",0.0
13,22,duke,"that i did love the moor to live with him, my downright violence and storm of fortunesmay trumpet to the world: my heart's subduedeven to the very quality of my lord:i saw othello's visage in his mind.  and to his honors and his valiant partsdid i my soul and fortunes consecrate. so that,  dear lords,  if i be left behind, a moth of peace,  and he go to the war, the rites for which i love him are bereft me, and i a heavy interim shall supportby his dear absence.  let me go with him. ",0.09048295454545455
13,3,desdemona,"let her have your voices. vouch with me,  heaven,  i therefore beg it notto please the palate of my appetite.  nor to comply with heat,  the young affectsin me defunct,  and proper satisfaction.  but to be free and bounteous to her mind:and heaven defend your good souls,  that you thinki will your serious and great business scantfor she is with me: no,  when light-winged toysof feathered cupid seel with wanton dullnessmy speculative and officed instruments, that my disports corrupt and taint my business, let housewives make a skillet of my helm, and all indign and base adversitiesmake head against my estimation!",0.020833333333333343
13,7,othello,"be it as you shall privately determine, either for her stay or going: the affair cries haste, and speed must answer it.  ",0.0
13,23,duke,with all my heart. ,0.0
13,8,othello,"at nine i' the morning here we'll meet again.  othello,  leave some officer behind, and he shall our commission bring to you.  with such things else of quality and respectas doth import you. ",-0.2
13,24,duke,"so please your grace,  my ancient,  a man he is of honesty and trust,  to his conveyance i assign my wife, with what else needful your good grace shall thinkto be sent after me. ",0.7
13,9,othello,"let it be so.  good night to everyone.  [to brabantio. ] and,  noble signior, if virtue no delighted beauty lack, your son-in-law is far more fair than black. ",0.2976190476190476
13,25,duke,"look to her,  moor,  if thou hast eyes to see:she has deceived her father,  and may thee. ",0.0
13,11,brabantio,"my life upon her faith! honest iago, my desdemona must i leave to thee:i pr'ythee,  let thy wife attend on her.  and bring them after in the best advantage.  come,  desdemona,  i have but an hourof love,  of worldly matters and direction, to spend with thee: we must obey the time. ",0.7000000000000001
13,10,othello,"iago,  ",0.0
13,1,roderigo,"what say'st thou,  noble heart? ",0.6
13,1,iago,"what will i do,  thinkest thou? ",0.0
13,2,roderigo,"why,  go to bed and sleep. ",0.0
13,2,iago,i will incontinently drown myself. ,0.0
13,3,roderigo,"if thou dost,  i shall never love thee after.  why,  thou sillygentleman!",-0.3125
13,3,iago,it is silliness to live when to live is torment.   and thenhave we a prescription to die when death is our physician. ,0.13636363636363635
13,4,roderigo,"o villainous! i have looked upon the world for four times sevenyears,  and since i could distinguish betwixt a benefit and aninjury,  i never found man that knew how to love himself.  ere iwould say i would drown myself for the love of a guinea-hen,  iwould change my humanity with a baboon. ",0.5
13,4,iago,"what should i do?  i confess it is my shame to be so fond, but it is not in my virtue to amend it. ",0.0
13,5,roderigo,"virtue! a fig! 'tis in ourselves that we are thus or thus. our bodies are gardens,  to the which our wills are gardeners.  so that if we will plant nettles or sow lettuce,  set hyssop andweed up thyme,  supply it with one gender of herbs or distract itwith many,  either to have it sterile with idleness or manuredwith industry.   why,  the power and corrigible authority of thislies in our wills.  if the balance of our lives had not one scaleof reason to poise another of sensuality,  the blood and basenessof our natures would conduct us to most preposterous conclusions:but we have reason to cool our raging motions,  our carnal stings, our unbitted lusts.   whereof i take this,  that you call love,  tobe a sect or scion. ",0.4625
13,5,iago,it cannot be. ,0.0
13,6,roderigo,"it is merely a lust of the blood and a permission of the will. come,  be a man: drown thyself! drown cats and blind puppies.  ihave professed me thy friend,  and i confess me knit tothy deserving with cables of perdurable toughness.   i couldnever better stead thee than now.  put money in thy purse.   followthou the wars.   defeat thy favour with an usurped beard.   i say, put money in thy purse.  it cannot be that desdemona should longcontinue her love to the moor,  put money in thy purse,  nor hehis to her: it was a violent commencement,  and thou shalt see ananswerable sequestration.   put but money in thy purse.  thesemoors are changeable in their wills: fill thy purse with money:the food that to him now is as luscious as locusts shall be tohim shortly as acerb as the coloquintida.  she must change foryouth: when she is sated with his body,  she will find the errorof her choice: she must have change,  she must: therefore putmoney in thy purse.  if thou wilt needs damn thyself,  do it amore delicate way than drowning.  make all the money thou canst.  if sanctimony and a frail vow betwixt an erring barbarian and asupersubtle venetian be not too hard for my wits and all thetribe of hell,  thou shalt enjoy her.   therefore make money.  a poxof drowning thyself! it is clean out of the way: seek thou ratherto be hanged in compassing thy joy than to be drowned and gowithout her. ",-0.0035714285714285687
13,6,iago,"wilt thou be fast to my hopes,  if i depend on the issue? ",0.2
13,7,roderigo,"thou art sure of me: go,  make money: i have told theeoften,  and i re-tell thee again and again,  i hate the moor: mycause is hearted.   thine hath no less reason.  let us beconjunctive in our revenge against him: if thou canst cuckoldhim,  thou dost thyself a pleasure,  me a sport.  there are manyevents in the womb of time which will be delivered.  traverse.   go.  provide thy money.  we will have more of this to-morrow.  adieu. ",0.07083333333333332
13,7,iago,where shall we meet i' the morning? ,0.0
13,8,roderigo,at my lodging. ,0.0
13,8,iago,i'll be with thee betimes. ,0.0
13,9,roderigo,"go to.   farewell.  do you hear,  roderigo? ",0.0
13,9,iago,what say you? ,0.0
13,10,roderigo,"no more of drowning,  do you hear? ",-0.25
13,10,iago,i am changed: i'll go sell all my land. ,0.0
13,11,roderigo,"thus do i ever make my fool my purse.  for i mine own gained knowledge should profaneif i would time expend with such a snipebut for my sport and profit.  i hate the moor.  and it is thought abroad that 'twixt my sheetshe has done my office: i know not if't be true.  but i,  for mere suspicion in that kind, will do as if for surety.  he holds me well, the better shall my purpose work on him. cassio's a proper man: let me see now.  to get his place,  and to plume up my willin double knavery,  how,  how?  let's see: after some time,  to abuse othello's earthat he is too familiar with his wife: he hath a person,  and a smooth dispose, to be suspected.   framed to make women false. the moor is of a free and open nature, that thinks men honest that but seem to be so.  and will as tenderly be led by the noseas asses are. i have't.   it is engendered: hell and nightmust bring this monstrous birth to the world's light. ",0.1578125
13,11,iago,what from the cape can you discern at sea? ,0.0
1,1,montano,"methinks the wind hath spoke aloud at land.  a fuller blast ne'er shook our battlements:if it hath ruffianed so upon the sea, what ribs of oak,  when mountains melt on them, can hold the mortise?  what shall we hear of this? ",0.0
1,2,montano,"if that the turkish fleetbe not ensheltered and embayed,  they are drowned.  it is impossible to bear it out. ",-0.3833333333333333
1,3,montano,how! is this true? ,0.35
1,4,montano,i am glad on't.   'tis a worthy governor. ,0.41666666666666663
1,5,montano,"pray heavens he be.  for i have served him,  and the man commandslike a full soldier.  let's to the sea-side,  ho!as well to see the vessel that's come inas to throw out our eyes for brave othello, even till we make the main and the aerial bluean indistinct regard. ",0.4388888888888889
1,6,montano,"thanks you,  the valiant of this warlike isle, that so approve the moor! o,  let the heavensgive him defence against the elements, for i have lost him on a dangerous sea!",-0.25
21,1,cassio,is he well shipped? ,0.0
1,7,montano,"his bark is stoutly timbered,  and his pilotof very expert and approved allowance.  therefore my hopes,  not surfeited to death, stand in bold cure. within. ] a sail,  a sail,  a sail![enter a fourth gentleman. ][",0.17777777777777778
21,2,cassio,what noise? ,0.0
21,3,cassio,my hopes do shape him for the governor. [guns within. ],0.0
21,4,cassio,"i pray you,  sir,  go forth, and give us truth who 'tis that is arrived. ",0.0
21,5,cassio,"but,  good lieutenant,  is your general wived? ",0.375
1,8,montano,"most fortunately: he hath achieved a maidthat paragons description and wild fame, one that excels the quirks of blazoning pens, and in the essential vesture of creationdoes tire the ingener.  how now! who has put in? ",0.25
21,6,cassio,"he has had most favourable and happy speed:tempests themselves,  high seas,  and howling winds, the guttered rocks,  and congregated sands,  traitors ensteeped to clog the guiltless keel,  as having sense of beauty,  do omittheir mortal natures,  letting go safely bythe divine desdemona. ",0.49
21,7,cassio,what is she? ,0.0
1,9,montano,"she that i spake of,  our great captain's captain, left in the conduct of the bold iago.  whose footing here anticipates our thoughtsa se'nnight's speed.  great jove,  othello guard, and swell his sail with thine own powerful breath, that he may bless this bay with his tall ship, make love's quick pants in desdemona's arms, give renewed fire to our extincted spirits, and bring all cyprus comfort! o,  behold, the riches of the ship is come on shore!ye men of cyprus,  let her have your knees.  hall to thee,  lady! and the grace of heaven, before,  behind thee,  and on every hand, enwheel thee round!",0.3204166666666666
21,8,cassio,"i thank you,  valiant cassio. what tidings can you tell me of my lord? ",0.0
21,1,desdemona,"he is not yet arrived nor know i aughtbut that he's well,  and will be shortly here. ",0.0
21,9,cassio,"o,  but i fear how lost you company? ",0.0
21,2,desdemona,"the great contention of the sea and skiesparted our fellowship: but,  hark! a sail. ",1.0
21,10,cassio,"see for the news. good ancient,  you are welcome: [to emilia. ] welcome,  mistress: let it not gall your patience,  good iago, that i extend my manners.   'tis my breedingthat gives me this bold show of courtesy. ",0.4305555555555556
21,11,cassio,"sir,  would she give you so much of her lipsas of her tongue she oft bestows on me, youed have enough. ",0.1
21,1,iago,"alas,  she has no speech. ",-0.4
21,3,desdemona,"in faith,  too much.  i find it still when i have list to sleep:marry,  before your ladyship,  i grant, she puts her tongue a little in her heart, and chides with thinking. ",0.0062500000000000056
21,2,iago,you have little cause to say so. ,-0.1875
21,1,emilia,"come on,  come on.   you are pictures out of doors, bells in your parlours,  wild cats in your kitchens, saints in your injuries,  devils being offended, players in your housewifery,  and housewives in your beds. ",0.1
21,3,iago,"o,  fie upon thee,  slanderer!",0.0
21,4,desdemona,"nay,  it is true,  or else i am a turk:you rise to play,  and go to bed to work. ",0.35
21,4,iago,you shall not write my praise. ,0.0
21,2,emilia,"no,  let me not. ",0.0
21,5,iago,"what wouldst thou write of me,  if thou shouldst praise me? ",0.0
21,5,desdemona,"o gentle lady,  do not put me to't.  for i am nothing if not critical. ",0.1
21,6,iago,"come on,  assay there's one gone to the harbor? ",0.0
21,6,desdemona,"ay,  madam. ",0.0
